time,R medial heel,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R lateral heel,R heel
0.0023857499999877,0.12738037109375,2.118896484375,0.61181640625,0.4112548828125,0.4102783203125,0.023681640625,0.71484375,0.232421875
0.0054998199999971,0.12738037109375,2.118896484375,0.61181640625,0.4112548828125,0.4102783203125,0.00927734375,0.71484375,0.232421875
0.0086060799999927,0.12738037109375,2.1044921875,0.61181640625,0.4112548828125,0.4102783203125,0.00927734375,0.71484375,0.232421875
0.011735999999999,0.0980224609375,2.118896484375,0.6600341796875,0.421875,0.4102783203125,0.00927734375,0.71484375,0.232421875
0.0148691899999988,0.12738037109375,2.118896484375,0.6600341796875,0.400390625,0.4102783203125,0.00927734375,0.71533203125,0.232421875
0.0179700999999852,0.12738037109375,2.118896484375,0.6600341796875,0.4112548828125,0.4102783203125,0.023681640625,0.71484375,0.237060546875
0.0213345199999963,0.12738037109375,2.1376953125,0.6600341796875,0.4112548828125,0.4102783203125,0.00927734375,0.71484375,0.232421875
0.0242355399999922,0.1412353515625,2.1376953125,0.6600341796875,0.421875,0.4102783203125,0.00927734375,0.71484375,0.232421875
0.0273621299999859,0.12738037109375,2.118896484375,0.6600341796875,0.421875,0.4102783203125,-0.0040283203125,0.71533203125,0.232421875
0.0304536699999857,0.12738037109375,2.118896484375,0.61181640625,0.421875,0.4102783203125,0.00927734375,0.71533203125,0.232421875
0.0336061899999862,0.12738037109375,2.118896484375,0.6600341796875,0.4112548828125,0.398193359375,0.00927734375,0.71533203125,0.232421875
0.0367535999999972,0.12738037109375,2.118896484375,0.6600341796875,0.4112548828125,0.4102783203125,-0.033447265625,0.71484375,0.232421875
0.0398381899999975,0.12738037109375,2.118896484375,0.512939453125,0.421875,0.4102783203125,-0.0194091796875,0.71533203125,0.232421875
0.0432446899999945,0.12738037109375,2.1376953125,0.5616455078125,0.4112548828125,0.4102783203125,-0.033447265625,0.71484375,0.237060546875
0.0460729999999927,0.12738037109375,2.1376953125,0.61181640625,0.421875,0.4102783203125,-0.033447265625,0.71533203125,0.232421875
