,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1001.2752734375,214.32531991649068,956.0598028934363,446.9397065787244,51.15502631845798
GRFimpulse,761.2392231240822,1007.7127289268154,574.0946741272325,677.8188457394047,57.007406513909096
stanceTime,1.3195733547210693,1.5538049464784391,1.1674175695939497,0.7020370752010154,53.059033783346585
