,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1023.7106192452567,134.88087740150192,946.5488560994467,286.875341759425,51.958162468227954
GRFimpulse,1500.2472285363874,3261.661635337245,1053.2176596861684,2370.832910036844,58.75339173277986
stanceTime,1.8144413232803345,3.121583449601824,2.354634871085485,4.185981705594589,43.52142390039332
