,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1060.9719614099574,350.37019489494804,1219.4765992291207,1106.127295580739,46.52470482003015
GRFimpulse,680.9447074727855,1196.0166859527974,670.7594703620608,751.25828187434,50.376755405426046
stanceTime,1.1283616291152105,1.7923899973837834,1.2509493722324878,1.1555039124654278,47.4238814714041
