,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1068.0596720377605,161.1178933243207,878.3301592740146,436.50502860634293,54.87388265473718
GRFimpulse,1119.3065486485953,1671.7009243252103,847.6648531960117,1279.4603379689295,56.905074857668005
stanceTime,1.6966243584950764,2.544416154886386,1.8353845097801902,1.8694335788717975,48.035676629644584
