,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1032.9339591248395,246.5180724962584,1137.8307733780298,1389.1285866467238,47.58387418308005
GRFimpulse,851.8926944875649,790.5333532936784,526.7938792429708,465.9943235846896,61.790163966162424
stanceTime,1.3606655369066212,0.9749766732441395,1.386573770107367,0.7738391124031828,49.52846784889472
