Time,Displacement,Force,Compressive displacement,voltage_1
0.0,1.1687,0.1067,0.0,0.0001
0.005,1.1687,0.1067,0.0,0.0001
0.01,1.1687,0.1069,0.0,0.0001
0.015,1.1687,0.1072,0.0,0.0001
0.02,1.1687,0.1075,0.0,0.0001
0.025,1.1687,0.1076,0.0,0.0001
0.03,1.1687,0.1075,0.0,0.0001
0.035,1.1687,0.1072,0.0,0.0001
0.04,1.1687,0.1069,0.0,0.0002
0.045,1.1688,0.1065,0.0001,0.0002
0.05,1.1688,0.1062,0.0001,0.0002
0.055,1.1689,0.1063,0.0002,0.0001
0.06,1.1692,0.1063,0.0005,0.0001
0.065,1.1696,0.1065,0.0009,0.0001
0.07,1.1702,0.1073,0.0015,0.0001
0.075,1.1711,0.1083,0.0023,0.0001
0.08,1.1722,0.1097,0.0035,0.0001
0.085,1.1736,0.1119,0.0048,0.0001
0.09,1.1751,0.1146,0.0064,0.0001
0.095,1.1767,0.1174,0.008,0.0001
0.1,1.1783,0.1205,0.0096,0.0001
0.105,1.1798,0.1237,0.0111,0.0001
0.11,1.1812,0.1271,0.0124,0.0001
0.115,1.1824,0.1309,0.0137,0.0001
0.12,1.1836,0.1349,0.0149,0.0001
0.125,1.1849,0.1388,0.0161,0.0001
0.13,1.1861,0.1429,0.0174,0.0001
0.135,1.1875,0.147,0.0188,0.0001
0.14,1.1889,0.1511,0.0202,0.0001
0.145,1.1904,0.1551,0.0217,0.0001
0.15,1.1919,0.1592,0.0232,0.0001
0.155,1.1933,0.1632,0.0246,0.0001
0.16,1.1948,0.1671,0.026,0.0001
0.165,1.1962,0.1709,0.0274,0.0001
0.17,1.1976,0.1748,0.0288,0.0001
0.175,1.199,0.1788,0.0302,0.0001
0.18,1.2005,0.183,0.0317,0.0001
0.185,1.202,0.1871,0.0333,0.0001
0.19,1.2036,0.1914,0.0348,0.0001
0.195,1.2051,0.1955,0.0364,0.0001
0.2,1.2068,0.1995,0.038,0.0001
0.205,1.2084,0.2035,0.0397,0.0001
0.21,1.2101,0.2075,0.0413,0.0001
0.215,1.2117,0.2115,0.0429,0.0001
0.22,1.2132,0.2157,0.0445,0.0001
0.225,1.2148,0.2197,0.046,0.0001
0.23,1.2162,0.2237,0.0475,0.0001
0.235,1.2177,0.2279,0.049,0.0001
0.24,1.2192,0.232,0.0504,0.0001
