,time,vout
18620,57.65449347,1.58
18621,57.65770002,1.564
18622,57.66070321,1.55
18623,57.66382198,1.53
18624,57.6668993,1.51
18625,57.67001389,1.492
18626,57.67313786,1.47
18627,57.67621017,1.45
18628,57.67931567,1.436
18629,57.68246056,1.422
18630,57.68553789,1.41
18631,57.6887298,1.402
18632,57.69175674,1.392
18633,57.69488041,1.382
18634,57.69798276,1.378
18635,57.70109308,1.382
18636,57.70420374,1.386
18637,57.70729891,1.39
18638,57.71040213,1.404
18639,57.71353758,1.412
18640,57.71690013,1.43
18641,57.72002567,1.44
18642,57.72310121,1.45
18643,57.72619011,1.46
18644,57.72961437,1.474
18645,57.73236519,1.478
18646,57.7355976,1.472
18647,57.73851624,1.428
18648,57.74162728,1.408
18649,57.74472747,1.402
18650,57.74787537,1.404
18651,57.75095852,1.408
18652,57.75402915,1.414
18653,57.75709652,1.414
18654,57.76024786,1.42
18655,57.76334619,1.416
18656,57.7664063,1.418
18657,57.76949476,1.42
18658,57.77262471,1.42
18659,57.77571095,1.418
18660,57.77888104,1.418
18661,57.78189493,1.422
18662,57.78499989,1.418
18663,57.78802878,1.418
18664,57.79114704,1.418
18665,57.79424,1.418
18666,57.79732674,1.418
18667,57.80041384,1.418
18668,57.80355698,1.42
18669,57.80665391,1.416
18670,57.80972976,1.414
18671,57.81286761,1.412
18672,57.81608558,1.41
18673,57.81894689,1.41
18674,57.82214308,1.41
18675,57.82540028,1.41
18676,57.82826019,1.41
18677,57.8312585,1.41
18678,57.8344573,1.404
18679,57.8375378,1.402
18680,57.84053439,1.402
18681,57.84365913,1.4
18682,57.84672734,1.398
18683,57.84989293,1.396
18684,57.85292365,1.4
18685,57.8561671,1.394
18686,57.85911161,1.392
18687,57.86223937,1.39
18688,57.86524672,1.388
18689,57.86884404,1.388
18690,57.8715695,1.384
18691,57.87458502,1.384
18692,57.87764004,1.382
18693,57.8810148,1.384
18694,57.88386887,1.38
18695,57.88696037,1.38
18696,57.89093219,1.376
18697,57.8931235,1.372
18698,57.89625721,1.372
18699,57.89939476,1.37
18700,57.90246437,1.374
18701,57.90560665,1.37
18702,57.90862747,1.368
18703,57.91170539,1.368
18704,57.91525563,1.368
18705,57.91777917,1.366
18706,57.9208498,1.366
18707,57.92396663,1.366
18708,57.92708593,1.366
18709,57.93017622,1.366
18710,57.93332648,1.362
18711,57.93687252,1.362
18712,57.93942854,1.362
18713,57.94255973,1.36
18714,57.94586795,1.358
18715,57.94877154,1.356
18716,57.95180839,1.352
18717,57.95487217,1.35
18718,57.95829426,1.348
18719,57.96107926,1.344
18720,57.96418413,1.344
18721,57.96733565,1.342
18722,57.97036804,1.34
18723,57.97347558,1.342
18724,57.97656767,1.338
18725,57.97976947,1.336
18726,57.983691,1.336
18727,57.98592674,1.334
18728,57.98975623,1.332
18729,57.99210595,1.328
18730,57.99514376,1.328
18731,57.99826093,1.322
18732,58.00141722,1.32
18733,58.00444408,1.318
18734,58.00767378,1.314
18735,58.01067287,1.31
18736,58.01386985,1.308
18737,58.01677217,1.308
18738,58.01995228,1.304
18739,58.02296902,1.302
18740,58.02608809,1.3
18741,58.02948204,1.292
18742,58.03226308,1.29
18743,58.03535741,1.29
18744,58.03881773,1.288
18745,58.04152035,1.288
18746,58.04461306,1.288
18747,58.04775791,1.288
18748,58.05108884,1.29
18749,58.05391687,1.292
18750,58.05697535,1.3
18751,58.06040284,1.312
18752,58.06317095,1.318
18753,58.066269,1.328
18754,58.06934435,1.328
18755,58.07244854,1.33
18756,58.07554595,1.336
18757,58.07871259,1.338
18758,58.08177084,1.342
18759,58.08482378,1.344
18760,58.08792106,1.35
18761,58.09106137,1.346
18762,58.09423204,1.348
18763,58.09717439,1.348
18764,58.10031046,1.348
18765,58.10335806,1.348
18766,58.1067785,1.35
18767,58.10956711,1.35
18768,58.11274615,1.352
18769,58.11579843,1.354
18770,58.11890158,1.36
18771,58.12195041,1.372
18772,58.12533306,1.382
18773,58.12819204,1.392
18774,58.13130685,1.4
18775,58.13436071,1.402
18776,58.13743024,1.402
18777,58.14061772,1.4
18778,58.14377889,1.398
18779,58.14671713,1.402
18780,58.14994641,1.406
18781,58.15298696,1.414
18782,58.15635024,1.432
18783,58.15914819,1.452
18784,58.16236884,1.466
18785,58.16528996,1.486
18786,58.16839824,1.5
18787,58.17149334,1.508
18788,58.1746403,1.516
18789,58.17771693,1.544
18790,58.18077134,1.572
18791,58.18393334,1.602
18792,58.18699274,1.64
18793,58.1900728,1.676
18794,58.19317711,1.698
18795,58.19628276,1.714
18796,58.19937182,1.732
18797,58.20246839,1.75
18798,58.20554724,1.764
18799,58.20872695,1.782
18800,58.21178758,1.796
18801,58.21486045,1.808
18802,58.21801876,1.816
18803,58.22106091,1.828
18804,58.22416639,1.842
18805,58.22726574,1.844
18806,58.23037252,1.85
18807,58.23359232,1.854
18808,58.23657497,1.856
18809,58.23981304,1.858
18810,58.242781,1.86
18811,58.24593196,1.868
18812,58.2490101,1.866
18813,58.25212028,1.866
18814,58.25523463,1.868
18815,58.25835067,1.87
18816,58.261449,1.87
18817,58.26461656,1.87
18818,58.26773324,1.872
18819,58.27080098,1.868
18820,58.27390985,1.868
18821,58.27701411,1.868
18822,58.28014678,1.866
18823,58.28337622,1.866
18824,58.28644663,1.864
18825,58.28951926,1.864
18826,58.29440652,1.862
18827,58.295921,1.86
18828,58.29884074,1.858
18829,58.30195237,1.856
18830,58.30505035,1.856
18831,58.30816472,1.854
18832,58.31126489,1.852
18833,58.31438895,1.848
18834,58.31754847,1.846
18835,58.32057709,1.842
18836,58.32375113,1.84
18837,58.32680943,1.842
18838,58.32999897,1.838
18839,58.3330828,1.834
18840,58.33617576,1.832
18841,58.33932898,1.83
18842,58.34238846,1.828
18843,58.3455218,1.826
18844,58.34863452,1.828
18845,58.35174213,1.822
18846,58.35485204,1.822
18847,58.35796241,1.818
18848,58.36108989,1.818
18849,58.36422421,1.816
18850,58.36731143,1.814
18851,58.37042659,1.816
18852,58.37354046,1.81
18853,58.37664561,1.808
18854,58.37981935,1.808
18855,58.38287378,1.806
18856,58.38610378,1.804
18857,58.38912502,1.806
18858,58.39224096,1.804
18859,58.39535984,1.804
18860,58.40199676,1.804
18861,58.40229623,1.804
18862,58.40500306,1.802
18863,58.40793174,1.802
18864,58.41097304,1.802
18865,58.41402763,1.802
18866,58.41713734,1.802
18867,58.42039237,1.8
18868,58.42345932,1.8
18869,58.42650367,1.802
18870,58.429616,1.8
18871,58.43280176,1.802
18872,58.43584159,1.802
18873,58.43893306,1.802
18874,58.44202717,1.802
18875,58.44513715,1.802
18876,58.4482686,1.804
18877,58.45136726,1.808
18878,58.454459,1.808
18879,58.45760041,1.81
18880,58.4607506,1.81
18881,58.46383034,1.81
18882,58.46699754,1.812
18883,58.47005395,1.814
18884,58.47324643,1.818
18885,58.47634367,1.816
18886,58.47938698,1.818
18887,58.48256082,1.816
18888,58.48568222,1.818
18889,58.48877315,1.82
18890,58.49191863,1.82
18891,58.49489569,1.826
18892,58.49802158,1.822
18893,58.50113504,1.824
18894,58.50425811,1.824
18895,58.50739554,1.826
18896,58.51048711,1.828
18897,58.51356058,1.828
18898,58.5166651,1.832
18899,58.51991184,1.83
18900,58.5228923,1.83
18901,58.52599387,1.832
18902,58.52908622,1.834
18903,58.53225543,1.836
18904,58.53531634,1.838
18905,58.5384443,1.84
18906,58.54157606,1.844
18907,58.5446585,1.846
18908,58.54777524,1.848
18909,58.55086574,1.85
18910,58.55402617,1.852
18911,58.55710385,1.854
18912,58.56020204,1.858
18913,58.56337828,1.862
18914,58.56823006,1.866
18915,58.56954271,1.868
18916,58.57280643,1.872
18917,58.57582641,1.878
18918,58.57898469,1.876
18919,58.58199845,1.878
18920,58.58511808,1.878
18921,58.58823691,1.882
18922,58.59137943,1.882
18923,58.59446948,1.884
18924,58.59753928,1.892
18925,58.60065258,1.89
18926,58.60377985,1.89
18927,58.6068935,1.894
18928,58.61003743,1.896
18929,58.61312621,1.896
18930,58.61621354,1.898
18931,58.61937832,1.906
18932,58.62269311,1.902
18933,58.62584615,1.904
18934,58.62891895,1.906
18935,58.63214308,1.908
18936,58.63517656,1.912
18937,58.63824552,1.912
18938,58.64133172,1.92
18939,58.64453017,1.916
18940,58.64760976,1.918
18941,58.65072667,1.92
18942,58.65388145,1.922
18943,58.65696398,1.924
18944,58.66011961,1.924
18945,58.66317384,1.928
18946,58.66631189,1.928
18947,58.66947047,1.93
18948,58.67249815,1.932
18949,58.675679,1.934
18950,58.6787538,1.934
18951,58.68185928,1.934
18952,58.68534476,1.934
18953,58.68822824,1.934
18954,58.69130854,1.934
18955,58.69442976,1.932
18956,58.69762622,1.932
18957,58.70092537,1.932
18958,58.70372761,1.932
18959,58.70681967,1.932
18960,58.70994576,1.932
18961,58.71304758,1.93
18962,58.71621278,1.928
18963,58.71935961,1.928
18964,58.7221336,1.926
18965,58.72519215,1.924
18966,58.72828391,1.92
18967,58.73143098,1.918
18968,58.73450285,1.912
18969,58.73762391,1.908
18970,58.74079589,1.902
18971,58.7439215,1.89
18972,58.74696615,1.88
18973,58.75007891,1.868
18974,58.75317883,1.858
18975,58.75627543,1.844
18976,58.75941815,1.828
18977,58.76253121,1.808
18978,58.76573209,1.792
18979,58.76879024,1.77
18980,58.77186898,1.748
18981,58.77499832,1.726
18982,58.77812211,1.698
18983,58.7812388,1.674
18984,58.78434328,1.644
18985,58.78750632,1.61
18986,58.79056326,1.578
18987,58.79373348,1.55
18988,58.79681715,1.502
18989,58.79993043,1.48
18990,58.80299252,1.458
18991,58.80612469,1.446
18992,58.80920656,1.436
18993,58.81233815,1.436
18994,58.81544002,1.436
18995,58.81855543,1.424
18996,58.82167998,1.412
18997,58.82482426,1.4
18998,58.82787997,1.388
18999,58.83104196,1.376
19000,58.83412087,1.368
19001,58.83720487,1.358
19002,58.84034522,1.346
19003,58.84345333,1.348
19004,58.84657137,1.346
19005,58.84966328,1.336
19006,58.85282463,1.328
19007,58.85610558,1.332
19008,58.85901419,1.344
19009,58.86209593,1.354
19010,58.86522772,1.362
19011,58.86832132,1.37
19012,58.87141447,1.378
19013,58.87459119,1.392
19014,58.87767593,1.42
19015,58.88076752,1.438
19016,58.88401365,1.448
19017,58.88701093,1.456
19018,58.89006958,1.458
19019,58.89319348,1.412
19020,58.89626006,1.382
19021,58.89937108,1.374
19022,58.90255117,1.38
19023,58.90560032,1.39
19024,58.90868102,1.394
19025,58.91182313,1.394
19026,58.91487772,1.396
19027,58.91790432,1.396
19028,58.92104406,1.396
19029,58.92418232,1.398
19030,58.92726721,1.398
19031,58.93030272,1.402
19032,58.93338695,1.4
19033,58.9364825,1.398
19034,58.93958215,1.4
19035,58.94269709,1.398
19036,58.94584991,1.398
19037,58.94895015,1.398
19038,58.95197709,1.402
19039,58.95511904,1.398
19040,58.95816771,1.398
19041,58.96123821,1.396
19042,58.96433863,1.396
19043,58.96743204,1.396
19044,58.97053778,1.396
19045,58.97361691,1.396
19046,58.97672732,1.394
19047,58.97985987,1.394
19048,58.98289604,1.392
19049,58.98597772,1.39
19050,58.98906263,1.39
19051,58.99216441,1.39
19052,58.99526217,1.388
19053,58.99838691,1.388
19054,59.00143885,1.39
19055,59.00455148,1.386
19056,59.00761589,1.384
19057,59.01075758,1.384
19058,59.01386045,1.382
19059,59.01697004,1.382
19060,59.01998989,1.38
19061,59.02314208,1.38
19062,59.02622706,1.378
19063,59.029847,1.374
19064,59.03240033,1.374
19065,59.03546311,1.37
19066,59.03854435,1.37
19067,59.04164806,1.368
19068,59.04468808,1.366
19069,59.04809243,1.366
19070,59.05092069,1.368
19071,59.05404617,1.364
19072,59.05711583,1.364
19073,59.06019556,1.364
19074,59.06325937,1.364
19075,59.06636856,1.362
19076,59.06949109,1.362
19077,59.07261689,1.36
19078,59.07568204,1.36
19079,59.07884165,1.358
19080,59.08185232,1.356
19081,59.08495215,1.356
19082,59.08804902,1.354
19083,59.09113732,1.354
19084,59.09424808,1.354
19085,59.09736308,1.354
19086,59.10048208,1.356
19087,59.1035313,1.35
19088,59.1066541,1.35
19089,59.10973074,1.346
19090,59.11291122,1.34
19091,59.11592587,1.338
19092,59.11908369,1.338
19093,59.12211643,1.34
19094,59.12518783,1.336
19095,59.1283098,1.334
19096,59.13140208,1.332
19097,59.13450271,1.332
19098,59.13761496,1.33
19099,59.14070885,1.326
19100,59.1438578,1.324
19101,59.14693004,1.322
19102,59.14996087,1.32
19103,59.15306808,1.316
19104,59.15683282,1.314
19105,59.15925839,1.31
19106,59.16236983,1.308
19107,59.16552115,1.302
19108,59.16857395,1.294
19109,59.17165413,1.292
19110,59.17473291,1.286
19111,59.17791648,1.28
19112,59.18093358,1.276
19113,59.18435267,1.276
19114,59.18718093,1.276
19115,59.19019213,1.27
19116,59.19330217,1.268
19117,59.19642852,1.268
19118,59.19949917,1.266
19119,59.20258206,1.268
19120,59.20597619,1.274
19121,59.20876282,1.28
19122,59.21186321,1.284
19123,59.21495852,1.294
19124,59.21801387,1.304
19125,59.22111069,1.316
19126,59.22422787,1.322
19127,59.22734865,1.326
19128,59.2304453,1.328
19129,59.23357213,1.33
19130,59.2367368,1.336
19131,59.23980713,1.332
19132,59.24275802,1.334
19133,59.24602728,1.336
19134,59.24897048,1.338
19135,59.25207315,1.342
19136,59.25515411,1.344
19137,59.2583,1.35
19138,59.26134726,1.356
19139,59.26445102,1.364
19140,59.2675288,1.382
19141,59.27088226,1.394
19142,59.27372424,1.404
19143,59.27689782,1.422
19144,59.27994537,1.428
19145,59.28301095,1.428
19146,59.28611295,1.426
19147,59.2892275,1.426
19148,59.29228819,1.432
19149,59.2953868,1.442
19150,59.29853535,1.454
19151,59.30157837,1.474
19152,59.30468263,1.486
19153,59.30779643,1.508
19154,59.3109785,1.512
19155,59.31397674,1.52
19156,59.31709906,1.534
19157,59.32017924,1.554
19158,59.32326202,1.586
19159,59.32635613,1.618
19160,59.32950052,1.654
19161,59.33265074,1.692
19162,59.33579185,1.71
19163,59.33882287,1.724
19164,59.34193121,1.746
19165,59.34496483,1.766
19166,59.34808285,1.79
19167,59.35122309,1.804
19168,59.35434526,1.816
19169,59.35740921,1.828
19170,59.36055176,1.84
19171,59.36358008,1.848
19172,59.36668306,1.856
19173,59.36976937,1.862
19174,59.37292569,1.868
19175,59.37599647,1.872
19176,59.37906759,1.876
