Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1692170882.7549555,[],0,0.09000000357627869,0.11999999731779099,0.10000000149011612,0.12999999523162842
1692170920.475474,[],0,0.09000000357627869,0.11999999731779099,0.10000000149011612,0.12999999523162842
