Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714453606.5816352,[],0,88.0,6.429999828338623,-94.33000183105469,98.76000213623047,1.3600000143051147,-125.75,101.86000061035156,-8.649999618530273,170.0500030517578,90.9000015258789,0.5400000214576721,59.290000915527344,91.22000122070312,-5.570000171661377,30.65999984741211,98.68000030517578,3.0199999809265137,172.47000122070312,78.01000213623047,-5.710000038146973,47.45000076293945
