,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
660,1.1,10390.0,-35.0,-30.0,-51.0,-44.0,-45.0,-38.0,-53.0,-54.0,257.0,51.0,-144.0,-241.0,346.0,2695.0,228.0,-64.0
661,1.101667,10405.0,-20.0,-12.0,-32.0,-26.0,-26.0,-19.0,-31.0,-33.0,287.0,81.0,-118.0,-211.0,381.0,2743.0,258.0,-30.0
662,1.103333,10417.0,-4.0,3.0,-19.0,-12.0,-14.0,-5.0,-21.0,-21.0,302.0,94.0,-105.0,-201.0,401.0,2779.0,270.0,-16.0
663,1.105,10408.0,-4.0,4.0,-15.0,-10.0,-10.0,-3.0,-17.0,-22.0,299.0,89.0,-101.0,-194.0,409.0,2800.0,275.0,-18.0
664,1.106667,10405.0,-5.0,4.0,-18.0,-9.0,-7.0,-4.0,-18.0,-19.0,305.0,92.0,-105.0,-195.0,412.0,2817.0,278.0,-17.0
665,1.108333,10408.0,-35.0,-26.0,-48.0,-44.0,-45.0,-41.0,-50.0,-55.0,265.0,55.0,-153.0,-242.0,373.0,2790.0,237.0,-57.0
666,1.11,10402.0,-22.0,-14.0,-34.0,-27.0,-26.0,-18.0,-33.0,-34.0,285.0,75.0,-119.0,-213.0,411.0,2837.0,263.0,-30.0
667,1.111667,10414.0,-6.0,1.0,-18.0,-12.0,-12.0,-6.0,-20.0,-23.0,303.0,88.0,-107.0,-198.0,422.0,2863.0,279.0,-15.0
668,1.113333,10415.0,-7.0,3.0,-15.0,-13.0,-12.0,-5.0,-16.0,-21.0,307.0,93.0,-113.0,-200.0,430.0,2876.0,287.0,-14.0
669,1.115,10402.0,-5.0,1.0,-16.0,-9.0,-10.0,-6.0,-17.0,-19.0,303.0,93.0,-106.0,-202.0,440.0,2889.0,283.0,-15.0
670,1.116667,10409.0,-34.0,-31.0,-49.0,-42.0,-42.0,-42.0,-51.0,-55.0,264.0,48.0,-148.0,-246.0,394.0,2856.0,242.0,-55.0
671,1.118333,10396.0,-20.0,-10.0,-31.0,-30.0,-26.0,-22.0,-28.0,-32.0,290.0,75.0,-127.0,-219.0,430.0,2896.0,274.0,-22.0
672,1.12,10399.0,-8.0,0.0,-18.0,-13.0,-12.0,-6.0,-20.0,-23.0,299.0,92.0,-112.0,-205.0,449.0,2920.0,283.0,-17.0
673,1.121667,10397.0,-5.0,6.0,-18.0,-8.0,-8.0,-6.0,-20.0,-20.0,303.0,90.0,-111.0,-203.0,451.0,2926.0,291.0,-13.0
674,1.123333,10396.0,-5.0,4.0,-15.0,-14.0,-9.0,-6.0,-16.0,-20.0,305.0,88.0,-110.0,-203.0,463.0,2932.0,291.0,-5.0
675,1.125,10402.0,-35.0,-30.0,-50.0,-43.0,-44.0,-41.0,-50.0,-57.0,256.0,51.0,-153.0,-248.0,417.0,2896.0,238.0,-55.0
676,1.126667,10403.0,-22.0,-10.0,-31.0,-26.0,-21.0,-22.0,-34.0,-33.0,282.0,80.0,-126.0,-221.0,449.0,2930.0,280.0,-29.0
677,1.128333,10402.0,-6.0,0.0,-18.0,-14.0,-14.0,-7.0,-16.0,-22.0,296.0,87.0,-113.0,-207.0,471.0,2945.0,291.0,-9.0
678,1.13,10401.0,-6.0,3.0,-17.0,-12.0,-12.0,-5.0,-17.0,-22.0,291.0,90.0,-109.0,-203.0,475.0,2950.0,286.0,-9.0
679,1.131667,10405.0,-4.0,5.0,-16.0,-8.0,-9.0,-5.0,-19.0,-19.0,289.0,90.0,-107.0,-205.0,475.0,2953.0,292.0,-13.0
680,1.133333,10401.0,-34.0,-28.0,-50.0,-44.0,-44.0,-41.0,-51.0,-54.0,247.0,45.0,-156.0,-246.0,437.0,2908.0,250.0,-53.0
681,1.135,10401.0,-21.0,-15.0,-31.0,-24.0,-24.0,-18.0,-33.0,-37.0,268.0,74.0,-127.0,-217.0,472.0,2937.0,275.0,-23.0
682,1.136667,10422.0,-6.0,0.0,-18.0,-10.0,-12.0,-7.0,-20.0,-21.0,277.0,89.0,-111.0,-207.0,486.0,2953.0,288.0,-10.0
683,1.138333,10404.0,-3.0,5.0,-17.0,-8.0,-10.0,-5.0,-17.0,-18.0,277.0,83.0,-109.0,-201.0,489.0,2953.0,292.0,-13.0
684,1.14,10399.0,-5.0,3.0,-13.0,-9.0,-12.0,-4.0,-15.0,-23.0,271.0,87.0,-109.0,-201.0,493.0,2951.0,290.0,-8.0
685,1.141667,10399.0,-36.0,-28.0,-50.0,-42.0,-45.0,-43.0,-53.0,-53.0,226.0,46.0,-149.0,-252.0,451.0,2909.0,249.0,-54.0
686,1.143333,10402.0,-20.0,-9.0,-35.0,-26.0,-24.0,-20.0,-31.0,-30.0,244.0,65.0,-121.0,-216.0,482.0,2938.0,279.0,-27.0
687,1.145,10398.0,-7.0,0.0,-17.0,-13.0,-13.0,-5.0,-20.0,-23.0,250.0,85.0,-109.0,-203.0,498.0,2945.0,290.0,-12.0
688,1.146667,10405.0,-2.0,3.0,-16.0,-7.0,-12.0,-5.0,-19.0,-21.0,246.0,81.0,-106.0,-204.0,502.0,2951.0,288.0,-7.0
689,1.148333,10412.0,-5.0,6.0,-18.0,-9.0,-9.0,-5.0,-17.0,-16.0,241.0,77.0,-105.0,-200.0,503.0,2952.0,291.0,-14.0
690,1.15,10410.0,-36.0,-32.0,-46.0,-42.0,-46.0,-36.0,-53.0,-55.0,193.0,39.0,-147.0,-244.0,461.0,2900.0,247.0,-53.0
