,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
640,1.066667,10402.0,-26.0,-58.0,-3.0,9.0,-44.0,-40.0,-50.0,-60.0,12.0,-27.0,-34.0,-43.0,-50.0,-50.0,-49.0,-60.0
641,1.068333,10409.0,-14.0,-37.0,12.0,23.0,-24.0,-19.0,-32.0,-36.0,40.0,-5.0,-9.0,-10.0,-21.0,-20.0,-20.0,-26.0
642,1.07,10409.0,1.0,-28.0,25.0,39.0,-10.0,-6.0,-19.0,-27.0,47.0,11.0,5.0,1.0,-8.0,-6.0,-10.0,-19.0
643,1.071667,10391.0,4.0,-22.0,28.0,41.0,-8.0,0.0,-21.0,-24.0,50.0,12.0,7.0,6.0,-8.0,-10.0,-8.0,-15.0
644,1.073333,10399.0,1.0,-22.0,26.0,41.0,-10.0,-3.0,-18.0,-23.0,51.0,12.0,6.0,-2.0,-6.0,-5.0,-4.0,-16.0
645,1.075,10401.0,-28.0,-54.0,-7.0,6.0,-44.0,-37.0,-51.0,-60.0,11.0,-34.0,-35.0,-41.0,-49.0,-50.0,-45.0,-56.0
646,1.076667,10404.0,-15.0,-41.0,10.0,23.0,-22.0,-19.0,-28.0,-40.0,33.0,-4.0,-9.0,-13.0,-19.0,-20.0,-21.0,-28.0
647,1.078333,10409.0,-3.0,-29.0,23.0,37.0,-7.0,-5.0,-19.0,-24.0,46.0,3.0,6.0,1.0,-13.0,-6.0,-6.0,-16.0
648,1.08,10411.0,-3.0,-24.0,25.0,38.0,-9.0,-2.0,-19.0,-22.0,48.0,8.0,4.0,0.0,-5.0,-4.0,-4.0,-12.0
649,1.081667,10406.0,0.0,-23.0,21.0,36.0,-10.0,-2.0,-16.0,-23.0,45.0,3.0,6.0,5.0,-8.0,-6.0,-2.0,-21.0
650,1.083333,10398.0,-35.0,-57.0,-8.0,5.0,-44.0,-37.0,-53.0,-61.0,4.0,-33.0,-36.0,-40.0,-48.0,-51.0,-49.0,-59.0
651,1.085,10392.0,-18.0,-42.0,8.0,23.0,-24.0,-21.0,-31.0,-38.0,29.0,-7.0,-7.0,-13.0,-26.0,-22.0,-18.0,-28.0
652,1.086667,10425.0,-3.0,-26.0,22.0,32.0,-9.0,-5.0,-20.0,-27.0,46.0,9.0,0.0,-1.0,-9.0,-9.0,-5.0,-15.0
653,1.088333,10423.0,-1.0,-26.0,21.0,37.0,-7.0,-3.0,-17.0,-20.0,39.0,7.0,6.0,4.0,-6.0,-7.0,-5.0,-19.0
654,1.09,10402.0,-2.0,-27.0,25.0,37.0,-10.0,0.0,-18.0,-23.0,45.0,7.0,4.0,5.0,-6.0,-13.0,-2.0,-10.0
655,1.091667,10409.0,-32.0,-59.0,-7.0,5.0,-44.0,-40.0,-50.0,-58.0,3.0,-34.0,-33.0,-45.0,-49.0,-50.0,-47.0,-58.0
