,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
560,0.933333,10434.0,-46.0,-34.0,-62.0,-71.0,-44.0,-43.0,-43.0,-47.0,87.0,-36.0,-60.0,67.0,-48.0,520.0,52.0,-69.0
561,0.935,10448.0,-33.0,-18.0,-46.0,-53.0,-23.0,-23.0,-27.0,-26.0,111.0,-12.0,-36.0,101.0,-18.0,553.0,81.0,-40.0
562,0.936667,10440.0,-16.0,-8.0,-32.0,-40.0,-14.0,-9.0,-7.0,-15.0,121.0,5.0,-22.0,111.0,-2.0,580.0,95.0,-28.0
563,0.938333,10430.0,-15.0,-2.0,-31.0,-38.0,-10.0,-8.0,-9.0,-15.0,130.0,0.0,-21.0,109.0,-1.0,588.0,98.0,-24.0
564,0.94,10434.0,-16.0,-2.0,-30.0,-36.0,-14.0,-6.0,-8.0,-17.0,124.0,10.0,-21.0,105.0,-4.0,592.0,102.0,-27.0
565,0.941667,10431.0,-46.0,-32.0,-64.0,-72.0,-45.0,-42.0,-48.0,-47.0,83.0,-34.0,-65.0,64.0,-49.0,553.0,57.0,-68.0
566,0.943333,10422.0,-31.0,-19.0,-45.0,-56.0,-28.0,-22.0,-23.0,-29.0,110.0,-8.0,-40.0,88.0,-18.0,593.0,83.0,-42.0
567,0.945,10429.0,-18.0,-4.0,-34.0,-40.0,-15.0,-10.0,-10.0,-15.0,125.0,4.0,-27.0,99.0,-2.0,612.0,106.0,-34.0
568,0.946667,10433.0,-15.0,-2.0,-30.0,-38.0,-14.0,-7.0,-8.0,-15.0,129.0,11.0,-30.0,101.0,-1.0,624.0,105.0,-26.0
569,0.948333,10426.0,-15.0,-2.0,-30.0,-40.0,-12.0,-9.0,-7.0,-16.0,130.0,13.0,-28.0,99.0,-6.0,633.0,111.0,-29.0
570,0.95,10425.0,-46.0,-32.0,-65.0,-72.0,-45.0,-41.0,-45.0,-49.0,90.0,-27.0,-71.0,49.0,-43.0,593.0,66.0,-69.0
571,0.951667,10426.0,-31.0,-18.0,-49.0,-55.0,-27.0,-22.0,-21.0,-28.0,115.0,-1.0,-45.0,77.0,-18.0,636.0,97.0,-43.0
572,0.953333,10417.0,-17.0,-5.0,-32.0,-44.0,-14.0,-13.0,-9.0,-15.0,135.0,17.0,-42.0,89.0,-2.0,656.0,113.0,-27.0
573,0.955,10429.0,-15.0,0.0,-32.0,-40.0,-10.0,-8.0,-10.0,-15.0,140.0,21.0,-31.0,82.0,0.0,674.0,113.0,-27.0
574,0.956667,10436.0,-16.0,-3.0,-31.0,-40.0,-12.0,-6.0,-12.0,-18.0,141.0,27.0,-37.0,85.0,0.0,676.0,120.0,-29.0
575,0.958333,10431.0,-44.0,-35.0,-65.0,-72.0,-45.0,-43.0,-47.0,-46.0,97.0,-15.0,-82.0,37.0,-43.0,648.0,73.0,-69.0
576,0.96,10428.0,-30.0,-18.0,-48.0,-57.0,-26.0,-23.0,-21.0,-28.0,135.0,6.0,-57.0,64.0,-15.0,690.0,109.0,-41.0
577,0.961667,10433.0,-17.0,-2.0,-34.0,-42.0,-14.0,-9.0,-10.0,-15.0,148.0,29.0,-45.0,68.0,-2.0,712.0,123.0,-29.0
578,0.963333,10431.0,-14.0,-3.0,-30.0,-41.0,-10.0,-5.0,-10.0,-15.0,156.0,31.0,-43.0,77.0,0.0,728.0,123.0,-24.0
579,0.965,10426.0,-12.0,-2.0,-30.0,-37.0,-12.0,-5.0,-9.0,-17.0,157.0,39.0,-45.0,70.0,1.0,741.0,125.0,-28.0
580,0.966667,10432.0,-47.0,-30.0,-63.0,-71.0,-45.0,-42.0,-47.0,-47.0,118.0,-10.0,-90.0,27.0,-43.0,703.0,89.0,-72.0
581,0.968333,10438.0,-30.0,-17.0,-45.0,-51.0,-28.0,-22.0,-21.0,-29.0,145.0,24.0,-65.0,51.0,-14.0,745.0,117.0,-42.0
582,0.97,10428.0,-17.0,-2.0,-34.0,-42.0,-13.0,-9.0,-14.0,-16.0,158.0,37.0,-51.0,66.0,-3.0,770.0,136.0,-29.0
583,0.971667,10432.0,-15.0,-4.0,-31.0,-36.0,-14.0,-6.0,-8.0,-20.0,161.0,38.0,-50.0,62.0,7.0,783.0,133.0,-30.0
584,0.973333,10426.0,-13.0,4.0,-33.0,-37.0,-9.0,-5.0,-10.0,-15.0,159.0,40.0,-53.0,62.0,3.0,797.0,140.0,-36.0
585,0.975,10441.0,-45.0,-33.0,-64.0,-72.0,-45.0,-42.0,-44.0,-49.0,119.0,1.0,-102.0,14.0,-40.0,758.0,95.0,-69.0
586,0.976667,10432.0,-30.0,-18.0,-47.0,-54.0,-24.0,-24.0,-21.0,-28.0,141.0,27.0,-67.0,38.0,-13.0,800.0,129.0,-43.0
587,0.978333,10424.0,-19.0,-4.0,-32.0,-41.0,-15.0,-8.0,-14.0,-16.0,157.0,46.0,-57.0,53.0,4.0,817.0,141.0,-32.0
588,0.98,10431.0,-15.0,-2.0,-33.0,-36.0,-12.0,-6.0,-7.0,-15.0,154.0,42.0,-57.0,52.0,5.0,836.0,141.0,-31.0
589,0.981667,10436.0,-15.0,0.0,-31.0,-40.0,-10.0,-6.0,-12.0,-15.0,161.0,45.0,-59.0,50.0,4.0,844.0,148.0,-29.0
590,0.983333,10432.0,-44.0,-34.0,-64.0,-70.0,-46.0,-44.0,-43.0,-46.0,118.0,4.0,-97.0,-1.0,-38.0,808.0,104.0,-69.0
591,0.985,10431.0,-32.0,-15.0,-49.0,-54.0,-27.0,-21.0,-27.0,-26.0,141.0,28.0,-72.0,37.0,-12.0,848.0,134.0,-45.0
