,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
576,0.96,10434.0,-23.0,-27.0,-44.0,-16.0,-24.0,-26.0,-22.0,-30.0,-48.0,-29.0,-42.0,-37.0,-36.0,-17.0,-22.0,-21.0
577,0.961667,10439.0,-13.0,-18.0,-31.0,-3.0,-13.0,-6.0,-13.0,-22.0,-36.0,-18.0,-33.0,-21.0,-18.0,-7.0,-9.0,-9.0
578,0.963333,10437.0,-10.0,-20.0,-28.0,-2.0,-8.0,-9.0,-7.0,-14.0,-40.0,-19.0,-31.0,-23.0,-17.0,0.0,-14.0,-13.0
579,0.965,10423.0,-12.0,-20.0,-27.0,-1.0,-8.0,-5.0,-9.0,-16.0,-33.0,-24.0,-32.0,-22.0,-16.0,-1.0,-4.0,-9.0
580,0.966667,10429.0,-44.0,-58.0,-62.0,-32.0,-50.0,-41.0,-42.0,-51.0,-77.0,-63.0,-79.0,-72.0,-62.0,-45.0,-51.0,-51.0
581,0.968333,10420.0,-34.0,-44.0,-47.0,-15.0,-27.0,-23.0,-22.0,-31.0,-54.0,-41.0,-49.0,-38.0,-37.0,-17.0,-19.0,-22.0
582,0.97,10440.0,-22.0,-33.0,-33.0,0.0,-15.0,-7.0,-12.0,-24.0,-42.0,-28.0,-40.0,-27.0,-15.0,-7.0,-9.0,-8.0
583,0.971667,10454.0,-21.0,-33.0,-35.0,1.0,-10.0,-7.0,-6.0,-14.0,-44.0,-30.0,-34.0,-24.0,-18.0,0.0,-7.0,-10.0
584,0.973333,10434.0,-21.0,-34.0,-29.0,0.0,-10.0,-7.0,-9.0,-17.0,-40.0,-27.0,-38.0,-27.0,-17.0,-3.0,-5.0,-5.0
585,0.975,10430.0,-53.0,-70.0,-63.0,-28.0,-47.0,-43.0,-38.0,-51.0,-83.0,-70.0,-78.0,-74.0,-62.0,-45.0,-53.0,-50.0
586,0.976667,10296.0,-40.0,-53.0,-47.0,-12.0,-27.0,-20.0,-24.0,-32.0,-54.0,-45.0,-53.0,-36.0,-37.0,-17.0,-17.0,-22.0
587,0.978333,10457.0,-23.0,-40.0,-36.0,0.0,-15.0,-7.0,-8.0,-24.0,-43.0,-31.0,-38.0,-28.0,-17.0,-5.0,-10.0,-8.0
588,0.98,10430.0,-21.0,-34.0,-36.0,1.0,-10.0,-4.0,-9.0,-17.0,-40.0,-28.0,-38.0,-27.0,-18.0,0.0,-6.0,-14.0
589,0.981667,10425.0,-22.0,-35.0,-33.0,0.0,-13.0,-6.0,-7.0,-18.0,-36.0,-26.0,-44.0,-26.0,-17.0,-2.0,-6.0,-2.0
590,0.983333,10429.0,-51.0,-68.0,-70.0,-33.0,-47.0,-47.0,-41.0,-49.0,-81.0,-72.0,-78.0,-74.0,-62.0,-48.0,-53.0,-54.0
591,0.985,10437.0,-40.0,-55.0,-51.0,-14.0,-28.0,-20.0,-27.0,-32.0,-54.0,-42.0,-55.0,-43.0,-35.0,-19.0,-19.0,-22.0
592,0.986667,10432.0,-23.0,-46.0,-40.0,-3.0,-15.0,-9.0,-9.0,-22.0,-42.0,-32.0,-40.0,-29.0,-18.0,-4.0,-14.0,-10.0
593,0.988333,10437.0,-23.0,-37.0,-41.0,-3.0,-10.0,-6.0,-10.0,-15.0,-36.0,-32.0,-41.0,-29.0,-21.0,-1.0,-3.0,-12.0
594,0.99,10436.0,-22.0,-38.0,-40.0,-1.0,-14.0,-6.0,-8.0,-16.0,-35.0,-26.0,-46.0,-30.0,-16.0,-2.0,-8.0,-7.0
595,0.991667,10426.0,-57.0,-75.0,-73.0,-35.0,-43.0,-45.0,-41.0,-50.0,-79.0,-73.0,-84.0,-73.0,-67.0,-46.0,-49.0,-54.0
596,0.993333,10459.0,-44.0,-62.0,-57.0,-17.0,-28.0,-19.0,-22.0,-32.0,-56.0,-45.0,-61.0,-44.0,-31.0,-21.0,-19.0,-21.0
597,0.995,10434.0,-30.0,-48.0,-45.0,-4.0,-15.0,-10.0,-9.0,-20.0,-45.0,-35.0,-43.0,-31.0,-20.0,-1.0,-15.0,-9.0
598,0.996667,10423.0,-30.0,-43.0,-42.0,-3.0,-13.0,-6.0,-12.0,-17.0,-40.0,-36.0,-46.0,-31.0,-19.0,0.0,-2.0,-10.0
