,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
252,0.42,10405.0,-3.0,-27.0,-37.0,-26.0,-15.0,-8.0,-16.0,-24.0,-33.0,-50.0,-38.0,-53.0,-17.0,-3.0,-2.0,-20.0
253,0.421667,10401.0,-3.0,-20.0,-37.0,-23.0,-10.0,-7.0,-16.0,-22.0,-23.0,-47.0,-35.0,-50.0,-17.0,-1.0,-1.0,-14.0
254,0.423333,10401.0,-3.0,-23.0,-33.0,-26.0,-13.0,-6.0,-13.0,-27.0,-27.0,-48.0,-40.0,-51.0,-10.0,-1.0,-1.0,-14.0
255,0.425,10406.0,-34.0,-55.0,-69.0,-57.0,-48.0,-41.0,-49.0,-61.0,-69.0,-89.0,-78.0,-96.0,-58.0,-45.0,-47.0,-57.0
256,0.426667,10397.0,-22.0,-35.0,-54.0,-40.0,-26.0,-23.0,-31.0,-36.0,-41.0,-62.0,-49.0,-68.0,-32.0,-18.0,-14.0,-28.0
257,0.428333,10406.0,-4.0,-23.0,-38.0,-26.0,-15.0,-8.0,-17.0,-26.0,-24.0,-56.0,-36.0,-51.0,-15.0,-5.0,-1.0,-16.0
258,0.43,10402.0,-4.0,-18.0,-35.0,-22.0,-14.0,-5.0,-15.0,-26.0,-24.0,-47.0,-36.0,-50.0,-13.0,-4.0,-2.0,-16.0
259,0.431667,10399.0,-4.0,-16.0,-35.0,-22.0,-12.0,-5.0,-16.0,-22.0,-22.0,-45.0,-33.0,-55.0,-13.0,-2.0,3.0,-13.0
260,0.433333,10389.0,-33.0,-47.0,-70.0,-57.0,-48.0,-41.0,-50.0,-56.0,-67.0,-91.0,-76.0,-93.0,-60.0,-46.0,-42.0,-60.0
261,0.435,10387.0,-19.0,-34.0,-49.0,-40.0,-28.0,-21.0,-28.0,-36.0,-41.0,-62.0,-49.0,-64.0,-28.0,-20.0,-13.0,-28.0
262,0.436667,10402.0,-3.0,-16.0,-37.0,-24.0,-16.0,-7.0,-20.0,-23.0,-28.0,-44.0,-40.0,-57.0,-15.0,-6.0,0.0,-18.0
263,0.438333,10402.0,-2.0,-15.0,-36.0,-26.0,-12.0,-6.0,-15.0,-22.0,-27.0,-42.0,-33.0,-49.0,-12.0,-1.0,1.0,-17.0
264,0.44,10392.0,-1.0,-15.0,-32.0,-23.0,-13.0,-4.0,-16.0,-26.0,-22.0,-44.0,-32.0,-48.0,-16.0,-1.0,-2.0,-13.0
265,0.441667,10402.0,-33.0,-46.0,-65.0,-59.0,-46.0,-42.0,-51.0,-58.0,-63.0,-87.0,-84.0,-92.0,-58.0,-46.0,-42.0,-58.0
266,0.443333,10390.0,-15.0,-30.0,-49.0,-43.0,-30.0,-23.0,-31.0,-37.0,-42.0,-55.0,-47.0,-64.0,-26.0,-16.0,-17.0,-30.0
267,0.445,10398.0,-1.0,-15.0,-36.0,-26.0,-15.0,-12.0,-13.0,-24.0,-23.0,-44.0,-32.0,-50.0,-18.0,-5.0,-3.0,-16.0
268,0.446667,10405.0,0.0,-7.0,-33.0,-27.0,-9.0,-7.0,-16.0,-22.0,-19.0,-49.0,-32.0,-48.0,-13.0,-2.0,0.0,-16.0
269,0.448333,10404.0,0.0,-10.0,-33.0,-27.0,-10.0,-6.0,-15.0,-26.0,-23.0,-40.0,-33.0,-49.0,-12.0,-4.0,0.0,-17.0
270,0.45,10392.0,-31.0,-43.0,-68.0,-56.0,-47.0,-42.0,-47.0,-56.0,-63.0,-83.0,-73.0,-98.0,-56.0,-48.0,-41.0,-57.0
271,0.451667,10389.0,-14.0,-22.0,-50.0,-38.0,-26.0,-22.0,-28.0,-36.0,-37.0,-62.0,-45.0,-63.0,-28.0,-16.0,-14.0,-30.0
272,0.453333,10402.0,-2.0,-7.0,-34.0,-26.0,-13.0,-7.0,-21.0,-26.0,-22.0,-43.0,-33.0,-49.0,-15.0,-8.0,-2.0,-18.0
273,0.455,10396.0,0.0,-10.0,-32.0,-24.0,-15.0,-5.0,-15.0,-24.0,-21.0,-37.0,-33.0,-50.0,-12.0,-5.0,0.0,-17.0
274,0.456667,10401.0,0.0,-8.0,-33.0,-23.0,-12.0,-7.0,-12.0,-23.0,-26.0,-40.0,-28.0,-49.0,-10.0,-1.0,-1.0,-17.0
275,0.458333,10409.0,-28.0,-40.0,-64.0,-58.0,-46.0,-41.0,-54.0,-58.0,-62.0,-84.0,-71.0,-88.0,-61.0,-47.0,-43.0,-57.0
276,0.46,10359.0,-10.0,-23.0,-46.0,-43.0,-27.0,-22.0,-26.0,-36.0,-37.0,-50.0,-51.0,-62.0,-28.0,-19.0,-14.0,-32.0
277,0.461667,10404.0,0.0,-10.0,-36.0,-27.0,-13.0,-7.0,-15.0,-23.0,-24.0,-40.0,-32.0,-49.0,-13.0,-5.0,-3.0,-17.0
278,0.463333,10403.0,1.0,-5.0,-32.0,-24.0,-12.0,-9.0,-16.0,-22.0,-20.0,-38.0,-28.0,-48.0,-17.0,-3.0,0.0,-10.0
279,0.465,10392.0,3.0,-4.0,-32.0,-27.0,-12.0,-4.0,-15.0,-21.0,-18.0,-41.0,-30.0,-47.0,-13.0,-4.0,0.0,-14.0
280,0.466667,10405.0,-28.0,-36.0,-65.0,-58.0,-44.0,-42.0,-45.0,-58.0,-62.0,-77.0,-70.0,-90.0,-56.0,-48.0,-44.0,-60.0
281,0.468333,10383.0,-10.0,-18.0,-46.0,-41.0,-27.0,-22.0,-30.0,-35.0,-36.0,-54.0,-42.0,-69.0,-27.0,-17.0,-14.0,-30.0
282,0.47,10398.0,1.0,-5.0,-37.0,-28.0,-15.0,-8.0,-17.0,-24.0,-22.0,-44.0,-28.0,-48.0,-15.0,-4.0,0.0,-22.0
283,0.471667,10402.0,4.0,-2.0,-32.0,-27.0,-10.0,-7.0,-17.0,-18.0,-20.0,-36.0,-29.0,-46.0,-8.0,-6.0,-1.0,-14.0
284,0.473333,10404.0,6.0,-2.0,-30.0,-26.0,-14.0,-5.0,-15.0,-22.0,-18.0,-34.0,-28.0,-48.0,-10.0,-3.0,0.0,-15.0
285,0.475,10422.0,-24.0,-33.0,-64.0,-59.0,-45.0,-42.0,-49.0,-58.0,-65.0,-78.0,-71.0,-89.0,-58.0,-46.0,-42.0,-64.0
286,0.476667,10399.0,-9.0,-18.0,-46.0,-43.0,-27.0,-23.0,-30.0,-36.0,-34.0,-48.0,-41.0,-58.0,-29.0,-19.0,-14.0,-29.0
287,0.478333,10386.0,4.0,-2.0,-32.0,-30.0,-15.0,-10.0,-17.0,-23.0,-18.0,-36.0,-33.0,-49.0,-15.0,-5.0,-1.0,-15.0
288,0.48,10396.0,6.0,-5.0,-29.0,-26.0,-13.0,-6.0,-15.0,-26.0,-21.0,-36.0,-27.0,-44.0,-10.0,-1.0,-5.0,-15.0
289,0.481667,10405.0,5.0,0.0,-30.0,-26.0,-9.0,-8.0,-14.0,-21.0,-19.0,-33.0,-24.0,-44.0,-17.0,-4.0,4.0,-15.0
290,0.483333,10397.0,-23.0,-28.0,-63.0,-61.0,-44.0,-43.0,-50.0,-53.0,-58.0,-77.0,-70.0,-89.0,-53.0,-48.0,-41.0,-53.0
291,0.485,10403.0,-8.0,-18.0,-46.0,-41.0,-29.0,-20.0,-30.0,-40.0,-34.0,-48.0,-37.0,-60.0,-26.0,-17.0,-21.0,-29.0
292,0.486667,10404.0,6.0,1.0,-31.0,-28.0,-13.0,-10.0,-18.0,-24.0,-22.0,-36.0,-22.0,-53.0,-16.0,-7.0,-1.0,-20.0
293,0.488333,10398.0,7.0,3.0,-33.0,-27.0,-12.0,-7.0,-15.0,-21.0,-17.0,-35.0,-24.0,-45.0,-10.0,-4.0,4.0,-16.0
294,0.49,10408.0,6.0,0.0,-30.0,-28.0,-14.0,-6.0,-17.0,-24.0,-18.0,-33.0,-26.0,-44.0,-8.0,-7.0,0.0,-14.0
295,0.491667,10412.0,-23.0,-30.0,-62.0,-59.0,-48.0,-41.0,-50.0,-58.0,-58.0,-74.0,-69.0,-93.0,-56.0,-46.0,-47.0,-59.0
296,0.493333,10395.0,-8.0,-10.0,-49.0,-41.0,-24.0,-23.0,-31.0,-32.0,-36.0,-49.0,-40.0,-60.0,-27.0,-18.0,-12.0,-37.0
297,0.495,10402.0,5.0,0.0,-32.0,-29.0,-12.0,-8.0,-21.0,-24.0,-19.0,-35.0,-23.0,-45.0,-14.0,-7.0,-2.0,-13.0
298,0.496667,10404.0,7.0,3.0,-27.0,-26.0,-13.0,-4.0,-16.0,-23.0,-14.0,-31.0,-27.0,-45.0,-10.0,0.0,0.0,-13.0
299,0.498333,10404.0,10.0,5.0,-30.0,-27.0,-9.0,-6.0,-15.0,-21.0,-22.0,-32.0,-23.0,-43.0,-9.0,-1.0,-2.0,-19.0
300,0.5,10387.0,-21.0,-28.0,-61.0,-57.0,-43.0,-42.0,-51.0,-55.0,-59.0,-71.0,-64.0,-85.0,-59.0,-47.0,-42.0,-59.0
301,0.501667,10366.0,-6.0,-10.0,-42.0,-43.0,-28.0,-21.0,-29.0,-36.0,-30.0,-48.0,-40.0,-60.0,-27.0,-17.0,-14.0,-23.0
302,0.503333,10394.0,6.0,4.0,-31.0,-28.0,-13.0,-9.0,-17.0,-26.0,-20.0,-34.0,-23.0,-46.0,-15.0,-4.0,-9.0,-18.0
303,0.505,10403.0,9.0,7.0,-28.0,-24.0,-9.0,-9.0,-17.0,-20.0,-18.0,-27.0,-20.0,-45.0,-13.0,-2.0,3.0,-17.0
304,0.506667,10398.0,8.0,5.0,-27.0,-27.0,-12.0,-5.0,-16.0,-21.0,-14.0,-33.0,-22.0,-44.0,-10.0,-3.0,4.0,-14.0
305,0.508333,10396.0,-24.0,-23.0,-61.0,-60.0,-45.0,-43.0,-50.0,-56.0,-59.0,-72.0,-64.0,-86.0,-54.0,-50.0,-46.0,-57.0
306,0.51,10400.0,-6.0,-8.0,-42.0,-41.0,-27.0,-22.0,-31.0,-35.0,-33.0,-45.0,-35.0,-63.0,-28.0,-16.0,-15.0,-31.0
307,0.511667,10411.0,6.0,4.0,-31.0,-28.0,-14.0,-9.0,-14.0,-24.0,-20.0,-35.0,-26.0,-47.0,-10.0,-4.0,1.0,-21.0
308,0.513333,10397.0,10.0,5.0,-28.0,-24.0,-9.0,-5.0,-18.0,-23.0,-16.0,-31.0,-20.0,-45.0,-13.0,-5.0,-1.0,-10.0
309,0.515,10400.0,9.0,7.0,-27.0,-24.0,-10.0,-6.0,-17.0,-20.0,-16.0,-28.0,-23.0,-45.0,-10.0,0.0,-1.0,-13.0
310,0.516667,10403.0,-20.0,-27.0,-62.0,-58.0,-44.0,-38.0,-47.0,-56.0,-64.0,-71.0,-63.0,-86.0,-56.0,-46.0,-45.0,-62.0
311,0.518333,10392.0,-7.0,-6.0,-43.0,-41.0,-24.0,-21.0,-30.0,-33.0,-33.0,-44.0,-35.0,-57.0,-31.0,-18.0,-15.0,-28.0
312,0.52,10390.0,7.0,5.0,-28.0,-29.0,-14.0,-8.0,-20.0,-23.0,-17.0,-30.0,-27.0,-45.0,-13.0,-5.0,-3.0,-9.0
313,0.521667,10396.0,10.0,3.0,-27.0,-26.0,-10.0,-6.0,-14.0,-22.0,-17.0,-29.0,-19.0,-44.0,-8.0,-1.0,-5.0,-15.0
314,0.523333,10402.0,10.0,5.0,-26.0,-22.0,-8.0,-7.0,-15.0,-22.0,-17.0,-29.0,-19.0,-44.0,-15.0,-3.0,1.0,-15.0
315,0.525,10426.0,-22.0,-23.0,-60.0,-62.0,-44.0,-41.0,-53.0,-55.0,-57.0,-75.0,-63.0,-87.0,-56.0,-47.0,-43.0,-57.0
316,0.526667,10396.0,-8.0,-10.0,-43.0,-41.0,-28.0,-23.0,-30.0,-37.0,-30.0,-44.0,-35.0,-59.0,-24.0,-19.0,-15.0,-28.0
317,0.528333,10398.0,6.0,1.0,-28.0,-23.0,-15.0,-10.0,-18.0,-23.0,-19.0,-31.0,-21.0,-51.0,-13.0,-4.0,-4.0,-17.0
318,0.53,10403.0,12.0,10.0,-28.0,-24.0,-10.0,-5.0,-18.0,-21.0,-18.0,-32.0,-19.0,-42.0,-12.0,-2.0,0.0,-19.0
319,0.531667,10400.0,8.0,7.0,-26.0,-23.0,-10.0,-6.0,-17.0,-21.0,-17.0,-28.0,-20.0,-42.0,-9.0,-6.0,0.0,-14.0
320,0.533333,10409.0,-20.0,-24.0,-58.0,-57.0,-48.0,-42.0,-48.0,-57.0,-59.0,-68.0,-64.0,-89.0,-57.0,-49.0,-44.0,-58.0
321,0.535,10383.0,-5.0,-8.0,-41.0,-41.0,-26.0,-20.0,-30.0,-35.0,-37.0,-45.0,-34.0,-57.0,-27.0,-16.0,-14.0,-30.0
322,0.536667,10400.0,8.0,4.0,-28.0,-24.0,-12.0,-8.0,-20.0,-23.0,-19.0,-34.0,-20.0,-41.0,-19.0,-4.0,-3.0,-17.0
323,0.538333,10409.0,9.0,6.0,-26.0,-26.0,-12.0,-9.0,-14.0,-21.0,-16.0,-26.0,-27.0,-43.0,-10.0,-3.0,0.0,-12.0
324,0.54,10403.0,9.0,3.0,-24.0,-22.0,-9.0,-6.0,-17.0,-22.0,-18.0,-30.0,-17.0,-43.0,-9.0,0.0,-7.0,-13.0
325,0.541667,10420.0,-19.0,-26.0,-56.0,-57.0,-44.0,-44.0,-53.0,-56.0,-59.0,-75.0,-60.0,-86.0,-62.0,-45.0,-45.0,-61.0
326,0.543333,10378.0,-6.0,-7.0,-38.0,-40.0,-28.0,-22.0,-30.0,-34.0,-31.0,-50.0,-35.0,-59.0,-27.0,-17.0,-12.0,-30.0
327,0.545,10392.0,8.0,6.0,-26.0,-23.0,-13.0,-8.0,-17.0,-27.0,-19.0,-31.0,-21.0,-44.0,-13.0,-7.0,-2.0,-14.0
