sync,time,vout
1.0,0.05279126,0.326
1.0,0.05310817,0.33
1.0,0.05339537,0.33
1.0,0.0563287,0.328
1.0,0.05938293,0.33
1.0,0.06249678,0.332
1.0,0.06567072,0.33
1.0,0.06873652,0.332
1.0,0.07184333,0.334
1.0,0.07496959,0.332
1.0,0.0780757,0.332
1.0,0.08118931,0.336
1.0,0.08430711,0.332
1.0,0.08742007,0.332
1.0,0.0908137,0.338
1.0,0.0936695,0.336
1.0,0.09674996,0.336
1.0,0.0998693,0.33
1.0,0.10297441,0.334
1.0,0.10607952,0.34
1.0,0.10919345,0.334
1.0,0.11230128,0.342
1.0,0.11551374,0.332
1.0,0.11852606,0.336
1.0,0.12167502,0.338
1.0,0.12475411,0.342
1.0,0.12787345,0.338
1.0,0.13097748,0.34
1.0,0.13408478,0.342
1.0,0.13719945,0.338
1.0,0.14030582,0.336
1.0,0.14354252,0.342
1.0,0.1465418,0.338
1.0,0.14968772,0.344
1.0,0.15288431,0.34
1.0,0.15587722,0.338
1.0,0.1589822,0.344
1.0,0.16208807,0.346
1.0,0.165204,0.344
1.0,0.16831972,0.344
1.0,0.17143418,0.348
1.0,0.17455118,0.346
1.0,0.17769072,0.344
1.0,0.1807822,0.352
1.0,0.18390022,0.346
1.0,0.187007,0.346
1.0,0.19013048,0.344
1.0,0.19323554,0.348
1.0,0.19651665,0.342
1.0,0.19945789,0.346
1.0,0.20256356,0.348
1.0,0.20569341,0.35
1.0,0.20881448,0.35
1.0,0.21204252,0.35
1.0,0.21501943,0.35
1.0,0.21813465,0.352
1.0,0.22123998,0.356
1.0,0.22436518,0.352
1.0,0.22747009,0.352
1.0,0.23063506,0.352
1.0,0.23368935,0.356
1.0,0.23681824,0.352
1.0,0.2399285,0.35
1.0,0.24320061,0.352
1.0,0.24614989,0.356
1.0,0.24926593,0.356
1.0,0.2523872,0.354
1.0,0.25550904,0.354
1.0,0.25863983,0.354
1.0,0.26171394,0.354
1.0,0.26482307,0.354
1.0,0.26793326,0.356
1.0,0.27104937,0.358
1.0,0.27416606,0.358
1.0,0.27727028,0.36
1.0,0.28037557,0.36
1.0,0.28350094,0.358
1.0,0.28668685,0.364
1.0,0.28972232,0.362
1.0,0.29283657,0.364
1.0,0.29606583,0.364
1.0,0.29906883,0.366
1.0,0.30217837,0.366
1.0,0.30529378,0.372
1.0,0.30840939,0.362
1.0,0.31152739,0.366
1.0,0.31464813,0.368
1.0,0.31774359,0.368
1.0,0.32085276,0.368
1.0,0.32396763,0.374
1.0,0.32708219,0.368
1.0,0.33019317,0.372
1.0,0.33330789,0.374
1.0,0.33642406,0.37
1.0,0.33952996,0.374
1.0,0.34265168,0.372
1.0,0.34576044,0.374
1.0,0.34886594,0.368
1.0,0.35198202,0.374
1.0,0.35509776,0.376
1.0,0.35822402,0.374
1.0,0.36133941,0.376
1.0,0.36444804,0.378
1.0,0.36755468,0.378
1.0,0.37074324,0.374
1.0,0.37380244,0.374
1.0,0.37691376,0.378
1.0,0.38001509,0.38
1.0,0.38312085,0.376
1.0,0.38634476,0.378
1.0,0.38934257,0.384
1.0,0.39245206,0.378
1.0,0.39555687,0.38
1.0,0.39871724,0.378
1.0,0.40179587,0.38
1.0,0.40502791,0.378
1.0,0.40810289,0.38
1.0,0.4111232,0.38
1.0,0.41423915,0.384
1.0,0.41735448,0.382
1.0,0.42047105,0.38
1.0,0.42358606,0.38
1.0,0.42671837,0.382
1.0,0.42980744,0.382
1.0,0.43292657,0.378
1.0,0.43604202,0.384
1.0,0.4391687,0.382
1.0,0.44227418,0.384
1.0,0.44542302,0.386
1.0,0.44853043,0.384
1.0,0.45160117,0.386
1.0,0.45472989,0.386
1.0,0.45782213,0.386
1.0,0.46093011,0.388
1.0,0.46404315,0.388
1.0,0.46734956,0.39
1.0,0.47042554,0.392
1.0,0.47342994,0.394
1.0,0.47654496,0.394
1.0,0.47960502,0.394
1.0,0.48273494,0.394
1.0,0.4858353,0.394
1.0,0.48894454,0.394
1.0,0.49205141,0.402
1.0,0.4952222,0.398
1.0,0.49830957,0.396
1.0,0.50142431,0.398
1.0,0.50449343,0.392
1.0,0.50760902,0.396
1.0,0.51073331,0.4
1.0,0.51382752,0.4
1.0,0.51694065,0.402
1.0,0.52005455,0.402
1.0,0.52316032,0.402
1.0,0.5263315,0.402
1.0,0.52943813,0.402
1.0,0.53257794,0.402
1.0,0.53561293,0.404
1.0,0.53873852,0.404
1.0,0.5418345,0.402
1.0,0.54494291,0.402
1.0,0.54805865,0.404
1.0,0.5512112,0.404
1.0,0.55431776,0.402
1.0,0.55737622,0.414
1.0,0.56049113,0.404
1.0,0.56359054,0.406
1.0,0.56674683,0.404
1.0,0.56981459,0.408
1.0,0.57291891,0.406
1.0,0.57602435,0.408
1.0,0.57918428,0.412
1.0,0.58235205,0.408
1.0,0.58539563,0.41
1.0,0.58845804,0.414
1.0,0.59157391,0.412
1.0,0.59469122,0.41
1.0,0.59781228,0.412
1.0,0.6009222,0.412
1.0,0.60401822,0.408
1.0,0.60725615,0.41
1.0,0.61029607,0.414
1.0,0.6133602,0.412
1.0,0.61659268,0.414
1.0,0.6195702,0.414
1.0,0.62269552,0.408
1.0,0.62580269,0.416
1.0,0.62890563,0.42
1.0,0.6320667,0.418
1.0,0.63517344,0.42
1.0,0.63829067,0.422
1.0,0.64155791,0.424
1.0,0.64447668,0.424
1.0,0.64758352,0.426
1.0,0.65069885,0.424
1.0,0.65380406,0.426
1.0,0.6570723,0.432
1.0,0.66008106,0.428
